id,t,X,Y
2,99,398.60000000000053,45.0
2,100,402.70000000000056,45.0
2,101,406.8000000000006,45.0
2,102,410.9000000000006,45.0
2,103,415.0000000000006,45.0
2,104,419.10000000000065,45.0
2,105,423.20000000000067,45.0
2,106,427.3000000000007,45.0
2,107,431.4000000000007,45.0
2,108,435.50000000000074,45.0
2,109,439.60000000000076,45.0
2,110,443.7000000000008,45.0
2,111,447.8000000000008,45.0
2,112,451.90000000000083,45.0
2,113,456.00000000000085,45.0
2,114,460.1000000000009,45.0
2,115,464.2000000000009,45.0
2,116,468.3000000000009,45.0
2,117,472.40000000000094,45.0
2,118,476.50000000000097,45.0
2,119,480.600000000001,45.0
2,120,484.700000000001,45.0
2,121,488.80000000000103,45.0
2,122,492.90000000000106,45.0
2,123,497.0000000000011,45.0
2,124,501.1000000000011,45.0
2,125,505.2000000000011,45.0
2,126,509.30000000000115,45.0
2,127,513.4000000000011,45.0
2,128,517.5000000000011,45.0
2,129,521.6000000000012,45.0
2,130,525.7000000000012,45.0
2,131,529.8000000000012,45.0
2,132,533.9000000000012,45.0
2,133,538.0000000000013,45.0
2,134,542.1000000000013,45.0
2,135,546.2000000000013,45.0
2,136,550.3000000000013,45.0
2,137,554.4000000000013,45.0
2,138,558.5000000000014,45.0
2,139,562.6000000000014,45.0
2,140,566.7000000000014,45.0
2,141,570.8000000000014,45.0
2,142,574.9000000000015,45.0
2,143,579.0000000000015,45.0
2,144,583.1000000000015,45.0
2,145,587.2000000000015,45.0
2,146,591.3000000000015,45.0
2,147,595.4000000000016,45.0
2,148,599.5000000000016,45.0
2,149,603.6000000000016,45.0
2,150,607.7000000000016,45.0
3,0,-10.0,45.0
3,1,-5.5,45.0
3,2,-1.0,45.0
3,3,3.5,45.0
3,4,8.0,45.0
3,5,12.5,45.0
3,6,17.0,45.0
3,7,21.5,45.0
3,8,21.5,45.0
3,9,21.5,45.0
3,10,21.5,45.0
3,11,26.0,45.0
3,12,30.5,45.0
3,13,35.0,45.0
3,14,39.5,45.0
3,15,44.0,45.0
3,16,48.5,45.0
3,17,48.5,45.0
3,18,53.0,45.0
3,19,57.5,45.0
3,20,62.0,45.0
3,21,66.5,45.0
3,22,71.0,45.0
3,23,75.5,45.0
3,24,80.0,45.0
3,25,84.5,45.0
3,26,89.0,45.0
3,27,93.5,45.0
3,28,93.5,45.0
3,29,98.0,45.0
3,30,102.5,45.0
3,31,107.0,45.0
3,32,111.5,45.0
3,33,116.0,45.0
3,34,120.5,45.0
3,35,125.0,45.0
3,36,129.5,45.0
3,37,134.0,45.0
3,38,138.5,45.0
3,39,143.0,45.0
3,40,143.0,45.0
3,41,147.5,45.0
3,42,152.0,45.0
3,43,156.5,45.0
3,44,161.0,45.0
3,45,165.5,45.0
3,46,170.0,45.0
3,47,174.5,45.0
3,48,179.0,45.0
3,49,183.5,45.0
3,50,188.0,45.0
3,51,188.0,45.0
3,52,192.5,45.0
3,53,197.0,45.0
3,54,201.5,45.0
3,55,206.0,45.0
3,56,210.5,45.0
3,57,215.0,45.0
3,58,219.5,45.0
3,59,224.0,45.0
3,60,228.5,45.0
3,61,233.0,45.0
3,62,233.0,45.0
3,63,237.5,45.0
3,64,242.0,45.0
3,65,246.5,45.0
3,66,251.0,45.0
3,67,255.5,45.0
3,68,260.0,45.0
3,69,264.5,45.0
3,70,269.0,45.0
3,71,273.5,45.0
3,72,278.0,45.0
3,73,278.0,45.0
3,74,282.5,45.0
3,75,287.0,45.0
3,76,291.5,45.0
3,77,296.0,45.0
3,78,300.5,45.0
3,79,305.0,45.0
3,80,309.5,45.0
3,81,314.0,45.0
3,82,318.5,45.0
3,83,323.0,45.0
3,84,327.5,45.0
3,85,327.5,45.0
3,86,332.0,45.0
3,87,336.5,45.0
3,88,341.0,45.0
3,89,345.5,45.0
3,90,350.0,45.0
3,91,354.5,45.0
3,92,359.0,45.0
3,93,363.5,45.0
3,94,368.0,45.0
3,95,372.5,45.0
3,96,372.5,45.0
3,97,377.0,45.0
3,98,381.5,45.0
3,99,386.0,45.0
3,100,390.5,45.0
3,101,395.0,45.0
3,102,399.5,45.0
3,103,404.0,45.0
3,104,408.5,45.0
3,105,413.0,45.0
3,106,417.5,45.0
3,107,417.5,45.0
3,108,422.0,45.0
3,109,426.5,45.0
3,110,431.0,45.0
3,111,435.5,45.0
3,112,440.0,45.0
3,113,444.5,45.0
3,114,449.0,45.0
3,115,453.5,45.0
3,116,458.0,45.0
3,117,462.5,45.0
3,118,467.0,45.0
3,119,467.0,45.0
3,120,471.5,45.0
3,121,476.0,45.0
3,122,480.5,45.0
3,123,485.0,45.0
3,124,489.5,45.0
3,125,494.0,45.0
3,126,498.5,45.0
3,127,503.0,45.0
3,128,507.5,45.0
3,129,512.0,45.0
3,130,512.0,45.0
3,131,516.5,45.0
3,132,521.0,45.0
3,133,525.5,45.0
3,134,530.0,45.0
3,135,534.5,45.0
3,136,539.0,45.0
3,137,543.5,45.0
3,138,548.0,45.0
3,139,552.5,45.0
3,140,557.0,45.0
3,141,557.0,45.0
3,142,561.5,45.0
3,143,566.0,45.0
3,144,570.5,45.0
3,145,575.0,45.0
3,146,579.5,45.0
3,147,584.0,45.0
3,148,588.5,45.0
3,149,593.0,45.0
3,150,597.5,45.0
4,0,95.0,55.0
4,1,90.3,55.0
4,2,85.6,55.0
4,3,80.89999999999999,55.0
4,4,76.19999999999999,55.0
4,5,71.49999999999999,55.0
4,6,66.79999999999998,55.0
4,7,66.79999999999998,55.0
4,8,66.79999999999998,55.0
4,9,66.79999999999998,55.0
4,10,66.79999999999998,55.0
4,11,66.79999999999998,55.0
4,12,66.79999999999998,55.0
4,13,66.79999999999998,55.0
4,14,66.79999999999998,55.0
4,15,66.79999999999998,55.0
4,16,66.79999999999998,55.0
4,17,66.79999999999998,55.0
4,18,66.79999999999998,55.0
4,19,66.79999999999998,55.0
4,20,66.79999999999998,55.0
4,21,66.79999999999998,55.0
4,22,66.79999999999998,55.0
4,23,66.79999999999998,55.0
4,24,66.79999999999998,55.0
4,25,66.79999999999998,55.0
4,26,66.79999999999998,55.0
4,27,66.79999999999998,55.0
4,28,66.79999999999998,55.0
4,29,66.79999999999998,55.0
4,30,66.79999999999998,55.0
4,31,62.09999999999998,55.0
4,32,57.39999999999998,55.0
4,33,52.699999999999974,55.0
4,34,47.99999999999997,55.0
4,35,43.29999999999997,55.0
4,36,38.599999999999966,55.0
4,37,33.89999999999996,55.0
4,38,29.199999999999964,55.0
4,39,24.499999999999964,55.0
4,40,19.799999999999965,55.0
4,41,15.099999999999966,55.0
4,42,10.399999999999967,55.0
4,43,5.699999999999966,55.0
4,44,0.9999999999999662,55.0
4,45,-3.700000000000034,55.0
4,46,-8.400000000000034,55.0
4,47,-13.100000000000033,55.0
4,48,-17.800000000000033,55.0
4,49,-22.500000000000032,55.0
4,50,-27.20000000000003,55.0
4,51,-31.90000000000003,55.0
4,52,-36.60000000000003,55.0
4,53,-41.30000000000003,55.0
4,54,-46.000000000000036,55.0
4,55,-50.70000000000004,55.0
4,56,-55.40000000000004,55.0
4,57,-60.100000000000044,55.0
4,58,-64.80000000000004,55.0
4,59,-69.50000000000004,55.0
4,60,-74.20000000000005,55.0
4,61,-78.90000000000005,55.0
4,62,-83.60000000000005,55.0
4,63,-88.30000000000005,55.0
4,64,-93.00000000000006,55.0
4,65,-97.70000000000006,55.0
4,66,-102.40000000000006,55.0
4,67,-107.10000000000007,55.0
4,68,-111.80000000000007,55.0
4,69,-116.50000000000007,55.0
4,70,-121.20000000000007,55.0
4,71,-125.90000000000008,55.0
4,72,-130.60000000000008,55.0
4,73,-135.30000000000007,55.0
4,74,-140.00000000000006,55.0
4,75,-144.70000000000005,55.0
4,76,-149.40000000000003,55.0
4,77,-154.10000000000002,55.0
4,78,-158.8,55.0
4,79,-163.5,55.0
4,80,-168.2,55.0
4,81,-172.89999999999998,55.0
4,82,-177.59999999999997,55.0
4,83,-182.29999999999995,55.0
4,84,-186.99999999999994,55.0
4,85,-191.69999999999993,55.0
4,86,-196.39999999999992,55.0
4,87,-201.0999999999999,55.0
4,88,-205.7999999999999,55.0
4,89,-210.4999999999999,55.0
4,90,-215.19999999999987,55.0
4,91,-219.89999999999986,55.0
4,92,-224.59999999999985,55.0
4,93,-229.29999999999984,55.0
4,94,-233.99999999999983,55.0
4,95,-238.69999999999982,55.0
4,96,-243.3999999999998,55.0
4,97,-248.0999999999998,55.0
4,98,-252.79999999999978,55.0
4,99,-257.4999999999998,55.0
4,100,-262.19999999999976,55.0
4,101,-266.89999999999975,55.0
4,102,-271.59999999999974,55.0
4,103,-276.2999999999997,55.0
4,104,-280.9999999999997,55.0
4,105,-285.6999999999997,55.0
4,106,-290.3999999999997,55.0
4,107,-295.0999999999997,55.0
4,108,-299.79999999999967,55.0
4,109,-304.49999999999966,55.0
4,110,-309.19999999999965,55.0
4,111,-313.89999999999964,55.0
4,112,-318.5999999999996,55.0
4,113,-323.2999999999996,55.0
4,114,-327.9999999999996,55.0
4,115,-332.6999999999996,55.0
4,116,-337.3999999999996,55.0
4,117,-342.09999999999957,55.0
4,118,-346.79999999999956,55.0
4,119,-351.49999999999955,55.0
4,120,-356.19999999999953,55.0
4,121,-360.8999999999995,55.0
4,122,-365.5999999999995,55.0
4,123,-370.2999999999995,55.0
4,124,-374.9999999999995,55.0
4,125,-379.6999999999995,55.0
4,126,-384.39999999999947,55.0
4,127,-389.09999999999945,55.0
4,128,-393.79999999999944,55.0
4,129,-398.49999999999943,55.0
4,130,-403.1999999999994,55.0
4,131,-407.8999999999994,55.0
4,132,-412.5999999999994,55.0
4,133,-417.2999999999994,55.0
4,134,-421.9999999999994,55.0
4,135,-426.69999999999936,55.0
4,136,-431.39999999999935,55.0
4,137,-436.09999999999934,55.0
4,138,-440.79999999999933,55.0
4,139,-445.4999999999993,55.0
4,140,-450.1999999999993,55.0
4,141,-454.8999999999993,55.0
4,142,-459.5999999999993,55.0
4,143,-464.2999999999993,55.0
4,144,-468.99999999999926,55.0
4,145,-473.69999999999925,55.0
4,146,-478.39999999999924,55.0
4,147,-483.0999999999992,55.0
4,148,-487.7999999999992,55.0
4,149,-492.4999999999992,55.0
4,150,-497.1999999999992,55.0
5,0,110.0,55.0
5,1,105.9,55.0
5,2,101.80000000000001,55.0
5,3,97.70000000000002,55.0
5,4,93.60000000000002,55.0
5,5,89.50000000000003,55.0
5,6,85.40000000000003,55.0
5,7,81.30000000000004,55.0
5,8,81.30000000000004,55.0
5,9,81.30000000000004,55.0
5,10,81.30000000000004,55.0
5,11,81.30000000000004,55.0
5,12,81.30000000000004,55.0
5,13,81.30000000000004,55.0
5,14,81.30000000000004,55.0
5,15,81.30000000000004,55.0
5,16,81.30000000000004,55.0
5,17,81.30000000000004,55.0
5,18,81.30000000000004,55.0
5,19,81.30000000000004,55.0
5,20,81.30000000000004,55.0
5,21,81.30000000000004,55.0
5,22,81.30000000000004,55.0
5,23,81.30000000000004,55.0
5,24,81.30000000000004,55.0
5,25,81.30000000000004,55.0
5,26,81.30000000000004,55.0
5,27,81.30000000000004,55.0
5,28,81.30000000000004,55.0
5,29,81.30000000000004,55.0
5,30,81.30000000000004,55.0
5,31,77.20000000000005,55.0
5,32,73.10000000000005,55.0
5,33,69.00000000000006,55.0
5,34,64.90000000000006,55.0
5,35,60.80000000000006,55.0
5,36,56.70000000000006,55.0
5,37,52.60000000000006,55.0
5,38,48.50000000000006,55.0
5,39,44.400000000000055,55.0
5,40,40.300000000000054,55.0
5,41,36.20000000000005,55.0
5,42,32.10000000000005,55.0
5,43,28.00000000000005,55.0
5,44,23.90000000000005,55.0
5,45,19.800000000000047,55.0
5,46,15.700000000000045,55.0
5,47,11.600000000000044,55.0
5,48,7.5000000000000435,55.0
5,49,3.400000000000043,55.0
5,50,-0.6999999999999575,55.0
5,51,-4.799999999999958,55.0
5,52,-8.89999999999996,55.0
5,53,-12.999999999999961,55.0
5,54,-17.099999999999962,55.0
5,55,-21.199999999999964,55.0
5,56,-25.299999999999965,55.0
5,57,-29.399999999999967,55.0
5,58,-33.499999999999964,55.0
5,59,-37.599999999999966,55.0
5,60,-41.69999999999997,55.0
5,61,-45.79999999999997,55.0
5,62,-49.89999999999997,55.0
5,63,-53.99999999999997,55.0
5,64,-58.09999999999997,55.0
5,65,-62.199999999999974,55.0
5,66,-66.29999999999997,55.0
5,67,-70.39999999999996,55.0
5,68,-74.49999999999996,55.0
5,69,-78.59999999999995,55.0
5,70,-82.69999999999995,55.0
5,71,-86.79999999999994,55.0
5,72,-90.89999999999993,55.0
5,73,-94.99999999999993,55.0
5,74,-99.09999999999992,55.0
5,75,-103.19999999999992,55.0
5,76,-107.29999999999991,55.0
5,77,-111.3999999999999,55.0
5,78,-115.4999999999999,55.0
5,79,-119.5999999999999,55.0
5,80,-123.69999999999989,55.0
5,81,-127.79999999999988,55.0
5,82,-131.8999999999999,55.0
5,83,-135.9999999999999,55.0
5,84,-140.09999999999988,55.0
5,85,-144.19999999999987,55.0
5,86,-148.29999999999987,55.0
5,87,-152.39999999999986,55.0
5,88,-156.49999999999986,55.0
5,89,-160.59999999999985,55.0
5,90,-164.69999999999985,55.0
5,91,-168.79999999999984,55.0
5,92,-172.89999999999984,55.0
5,93,-176.99999999999983,55.0
5,94,-181.09999999999982,55.0
5,95,-185.19999999999982,55.0
5,96,-189.2999999999998,55.0
5,97,-193.3999999999998,55.0
5,98,-197.4999999999998,55.0
5,99,-201.5999999999998,55.0
5,100,-205.6999999999998,55.0
5,101,-209.79999999999978,55.0
5,102,-213.89999999999978,55.0
5,103,-217.99999999999977,55.0
5,104,-222.09999999999977,55.0
5,105,-226.19999999999976,55.0
5,106,-230.29999999999976,55.0
5,107,-234.39999999999975,55.0
5,108,-238.49999999999974,55.0
5,109,-242.59999999999974,55.0
5,110,-246.69999999999973,55.0
5,111,-250.79999999999973,55.0
5,112,-254.89999999999972,55.0
5,113,-258.9999999999997,55.0
5,114,-263.09999999999974,55.0
5,115,-267.19999999999976,55.0
5,116,-271.2999999999998,55.0
5,117,-275.3999999999998,55.0
5,118,-279.49999999999983,55.0
5,119,-283.59999999999985,55.0
5,120,-287.6999999999999,55.0
5,121,-291.7999999999999,55.0
5,122,-295.8999999999999,55.0
5,123,-299.99999999999994,55.0
5,124,-304.09999999999997,55.0
5,125,-308.2,55.0
5,126,-312.3,55.0
5,127,-316.40000000000003,55.0
5,128,-320.50000000000006,55.0
5,129,-324.6000000000001,55.0
5,130,-328.7000000000001,55.0
5,131,-332.8000000000001,55.0
5,132,-336.90000000000015,55.0
5,133,-341.00000000000017,55.0
5,134,-345.1000000000002,55.0
5,135,-349.2000000000002,55.0
5,136,-353.30000000000024,55.0
5,137,-357.40000000000026,55.0
5,138,-361.5000000000003,55.0
5,139,-365.6000000000003,55.0
5,140,-369.70000000000033,55.0
5,141,-373.80000000000035,55.0
5,142,-377.9000000000004,55.0
5,143,-382.0000000000004,55.0
5,144,-386.1000000000004,55.0
5,145,-390.20000000000044,55.0
5,146,-394.30000000000047,55.0
5,147,-398.4000000000005,55.0
5,148,-402.5000000000005,55.0
5,149,-406.60000000000053,55.0
5,150,-410.70000000000056,55.0
6,0,45.0,110.0
6,1,45.0,106.1
6,2,45.0,102.19999999999999
6,3,45.0,98.29999999999998
6,4,45.0,94.39999999999998
6,5,45.0,90.49999999999997
6,6,45.0,86.59999999999997
6,7,45.0,82.69999999999996
6,8,45.0,78.79999999999995
6,9,45.0,74.89999999999995
6,10,45.0,70.99999999999994
6,11,45.0,67.09999999999994
6,12,45.0,63.19999999999994
6,13,45.0,63.19999999999994
6,14,45.0,63.19999999999994
6,15,45.0,63.19999999999994
6,16,45.0,63.19999999999994
6,17,45.0,63.19999999999994
6,18,45.0,63.19999999999994
6,19,45.0,63.19999999999994
6,20,45.0,63.19999999999994
6,21,45.0,63.19999999999994
6,22,45.0,63.19999999999994
6,23,45.0,63.19999999999994
6,24,45.0,63.19999999999994
6,25,45.0,63.19999999999994
6,26,45.0,63.19999999999994
6,27,45.0,63.19999999999994
6,28,45.0,63.19999999999994
6,29,45.0,63.19999999999994
6,30,45.0,63.19999999999994
6,31,45.0,63.19999999999994
6,32,45.0,63.19999999999994
6,33,45.0,63.19999999999994
6,34,45.0,63.19999999999994
6,35,45.0,63.19999999999994
6,36,45.0,63.19999999999994
6,37,45.0,63.19999999999994
6,38,45.0,63.19999999999994
6,39,45.0,63.19999999999994
6,40,45.0,63.19999999999994
6,41,45.0,59.29999999999994
6,42,45.0,55.39999999999994
6,43,45.0,51.49999999999994
6,44,45.0,47.599999999999945
6,45,45.0,43.699999999999946
6,46,45.0,39.79999999999995
6,47,45.0,35.89999999999995
6,48,45.0,31.99999999999995
6,49,45.0,28.09999999999995
6,50,45.0,24.199999999999953
6,51,45.0,20.299999999999955
6,52,45.0,16.399999999999956
6,53,45.0,12.499999999999956
6,54,45.0,8.599999999999955
6,55,45.0,4.699999999999955
6,56,45.0,0.7999999999999545
6,57,45.0,-3.100000000000046
6,58,45.0,-7.000000000000046
6,59,45.0,-10.900000000000047
6,60,45.0,-14.800000000000047
6,61,45.0,-18.700000000000045
6,62,45.0,-22.600000000000044
6,63,45.0,-26.500000000000043
6,64,45.0,-30.40000000000004
6,65,45.0,-34.30000000000004
6,66,45.0,-38.20000000000004
6,67,45.0,-42.10000000000004
6,68,45.0,-46.000000000000036
6,69,45.0,-49.900000000000034
6,70,45.0,-53.80000000000003
6,71,45.0,-57.70000000000003
6,72,45.0,-61.60000000000003
6,73,45.0,-65.50000000000003
6,74,45.0,-69.40000000000003
6,75,45.0,-73.30000000000004
6,76,45.0,-77.20000000000005
6,77,45.0,-81.10000000000005
6,78,45.0,-85.00000000000006
6,79,45.0,-88.90000000000006
6,80,45.0,-92.80000000000007
6,81,45.0,-96.70000000000007
6,82,45.0,-100.60000000000008
6,83,45.0,-104.50000000000009
6,84,45.0,-108.40000000000009
6,85,45.0,-112.3000000000001
6,86,45.0,-116.2000000000001
6,87,45.0,-120.10000000000011
6,88,45.0,-124.00000000000011
6,89,45.0,-127.90000000000012
6,90,45.0,-131.80000000000013
6,91,45.0,-135.70000000000013
6,92,45.0,-139.60000000000014
6,93,45.0,-143.50000000000014
6,94,45.0,-147.40000000000015
6,95,45.0,-151.30000000000015
6,96,45.0,-155.20000000000016
6,97,45.0,-159.10000000000016
6,98,45.0,-163.00000000000017
6,99,45.0,-166.90000000000018
6,100,45.0,-170.80000000000018
6,101,45.0,-174.7000000000002
6,102,45.0,-178.6000000000002
6,103,45.0,-182.5000000000002
6,104,45.0,-186.4000000000002
6,105,45.0,-190.3000000000002
6,106,45.0,-194.20000000000022
6,107,45.0,-198.10000000000022
6,108,45.0,-202.00000000000023
6,109,45.0,-205.90000000000023
6,110,45.0,-209.80000000000024
6,111,45.0,-213.70000000000024
6,112,45.0,-217.60000000000025
6,113,45.0,-221.50000000000026
6,114,45.0,-225.40000000000026
6,115,45.0,-229.30000000000027
6,116,45.0,-233.20000000000027
6,117,45.0,-237.10000000000028
6,118,45.0,-241.00000000000028
6,119,45.0,-244.9000000000003
6,120,45.0,-248.8000000000003
6,121,45.0,-252.7000000000003
6,122,45.0,-256.6000000000003
6,123,45.0,-260.5000000000003
6,124,45.0,-264.40000000000026
6,125,45.0,-268.30000000000024
6,126,45.0,-272.2000000000002
6,127,45.0,-276.1000000000002
6,128,45.0,-280.00000000000017
6,129,45.0,-283.90000000000015
6,130,45.0,-287.8000000000001
6,131,45.0,-291.7000000000001
6,132,45.0,-295.6000000000001
6,133,45.0,-299.50000000000006
6,134,45.0,-303.40000000000003
6,135,45.0,-307.3
6,136,45.0,-311.2
6,137,45.0,-315.09999999999997
6,138,45.0,-318.99999999999994
6,139,45.0,-322.8999999999999
6,140,45.0,-326.7999999999999
6,141,45.0,-330.6999999999999
6,142,45.0,-334.59999999999985
6,143,45.0,-338.49999999999983
6,144,45.0,-342.3999999999998
6,145,45.0,-346.2999999999998
6,146,45.0,-350.19999999999976
6,147,45.0,-354.09999999999974
6,148,45.0,-357.9999999999997
6,149,45.0,-361.8999999999997
6,150,45.0,-365.79999999999967
7,0,55.0,5.0
7,1,55.0,9.4
7,2,55.0,13.8
7,3,55.0,18.200000000000003
7,4,55.0,22.6
7,5,55.0,27.0
7,6,55.0,31.4
7,7,55.0,35.8
7,8,55.0,35.8
7,9,55.0,35.8
7,10,55.0,35.8
7,11,55.0,35.8
7,12,55.0,35.8
7,13,55.0,35.8
7,14,55.0,35.8
7,15,55.0,35.8
7,16,55.0,35.8
7,17,55.0,35.8
7,18,55.0,35.8
7,19,55.0,35.8
7,20,55.0,35.8
7,21,55.0,40.199999999999996
7,22,55.0,44.599999999999994
7,23,55.0,48.99999999999999
7,24,55.0,53.39999999999999
7,25,55.0,57.79999999999999
